qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
CYANO_84.Contig_1	NZ_JANQDJ010000069.1:c3091-1094	79.880	1993	388	12	35543	37529	7	1992	0.0	1447
CYANO_84.Contig_1	NZ_CP047242.1:778650-780647	79.310	1972	398	10	35554	37520	17	1983	0.0	1373
CYANO_84.Contig_1	NZ_KE384626.1:c8487-7888	89.465	598	63	0	37956	38553	598	1	0.0	756
CYANO_84.Contig_1	NZ_JACJTO010000002.1:186697-187296	89.316	599	64	0	37955	38553	599	1	0.0	752
CYANO_84.Contig_6	NZ_JACJTO010000047.1:c23055-22450	88.944	606	67	0	20565	21170	1	606	0.0	749
CYANO_84.Contig_6	NZ_KE384593.1:7130-7735	86.513	608	78	4	20565	21170	1	606	0.0	665
CYANO_84.Contig_6	NZ_CP020114.1:3584955-3585557	79.732	523	104	2	20565	21086	1	522	3.81e-104	377
CYANO_84.Contig_6	NZ_CP047242.1:4005145-4005750	76.897	593	137	0	20565	21157	1	593	6.47e-92	337
CYANO_84.Contig_6	NZ_CP065936.1:978207-978839	76.897	593	123	11	20575	21157	11	599	5.04e-88	324
CYANO_84.Contig_10	NZ_JACJTO010000010.1:102519-104831	86.859	2321	289	15	14731	17043	2313	1	0.0	2582
CYANO_84.Contig_10	NZ_KE384617.1:c46296-43954	84.306	2313	343	17	14741	17043	2303	1	0.0	2242
CYANO_84.Contig_10	NZ_CP047242.1:c2304021-2301703	76.983	1790	388	20	15266	17043	1778	1	0.0	1002
CYANO_84.Contig_10	NZ_JANQDJ010000031.1:4416-6734	76.270	1791	395	28	15265	17043	1773	1	0.0	926
CYANO_84.Contig_10	NZ_CP065936.1:2759464-2761836	75.681	1468	329	23	15329	16788	1718	271	0.0	708
CYANO_84.Contig_19	NZ_JACJTO010000025.1:c30911-28323	85.964	2579	347	11	11300	13876	2574	9	0.0	2743
CYANO_84.Contig_19	NZ_KE384599.1:c2617-29	85.770	2558	350	10	11300	13856	2574	30	0.0	2695
CYANO_84.Contig_19	NZ_CP020114.1:5263565-5266156	80.275	2545	458	32	11304	13838	2573	63	0.0	1879
CYANO_84.Contig_19	NZ_CP065936.1:2811061-2813625	77.951	1864	391	19	11975	13828	1905	52	0.0	1147
CYANO_84.Contig_25	NZ_KE384604.1:24243-25682	80.625	1440	271	8	10512	11947	1436	1	0.0	1107
CYANO_84.Contig_25	NZ_JACJTO010000005.1:73734-75203	79.471	1437	283	12	10517	11947	1431	1	0.0	1009
CYANO_84.Contig_29	NZ_JACJTO010000044.1:29549-30664	87.173	1107	142	0	5815	6921	1	1107	0.0	1258
CYANO_84.Contig_29	NZ_KE384611.1:20879-21994	84.463	1107	172	0	5815	6921	1	1107	0.0	1092
CYANO_84.Contig_29	NZ_LAHB01000007.1:c37334-36204	75.227	1102	238	29	5815	6897	1	1086	2.83e-138	490
CYANO_84.Contig_29	NZ_CP047242.1:c5529770-5528640	74.499	1098	250	25	5815	6897	1	1083	4.81e-126	449
CYANO_84.Contig_33	NZ_KE384659.1:c96890-95211	88.462	364	42	0	38	401	372	9	2.82e-123	440
CYANO_84.Contig_33	NZ_JACJTO010000053.1:c8096-6411	85.037	401	58	2	2	401	405	6	2.86e-113	407
CYANO_84.Contig_38	NZ_JACJTO010000006.1:81111-83156	87.963	1944	234	0	63	2006	2026	83	0.0	2294
CYANO_84.Contig_38	NZ_KE384624.1:28797-30842	86.144	2028	273	8	65	2088	2024	1	0.0	2182
CYANO_84.Contig_39	NZ_JACJTO010000018.1:1320-3509	87.814	2191	263	4	7255	9443	1	2189	0.0	2564
CYANO_84.Contig_39	NZ_KE384629.1:c9741-7552	87.551	2193	267	6	7255	9444	1	2190	0.0	2532
CYANO_84.Contig_39	NZ_CP020114.1:1241535-1243700	77.762	2163	469	12	7255	9411	1	2157	0.0	1319
CYANO_84.Contig_39	NZ_LAHB01000059.1:c32765-30606	77.185	2174	454	37	7255	9410	1	2150	0.0	1229
CYANO_84.Contig_39	NZ_JANQDJ010000018.1:69116-71290	76.673	2182	467	37	7255	9411	1	2165	0.0	1171
CYANO_84.Contig_39	NZ_CP047242.1:4645432-4647588	76.020	2181	477	41	7255	9417	1	2153	0.0	1088
CYANO_84.Contig_39	NZ_AESD01000712.1:c15827-13695	70.935	1476	386	34	7273	8727	22	1475	7.85e-84	309
CYANO_84.Contig_48	NZ_KE384612.1:c25373-24126	77.574	272	57	4	12828	13097	538	807	2.10e-39	161
CYANO_84.Contig_77	NZ_JACJTO010000022.1:5217-6737	86.071	1321	163	12	15496	16816	1521	222	0.0	1400
CYANO_84.Contig_77	NZ_KE384657.1:c38707-37184	85.736	1318	168	10	15500	16816	1520	222	0.0	1375
CYANO_84.Contig_77	NZ_JANQDJ010000020.1:4609-6129	78.683	1276	240	25	15551	16816	1475	222	0.0	821
CYANO_84.Contig_77	NZ_CP020114.1:c2388482-2386908	81.325	921	170	2	15551	16470	1505	586	0.0	747
CYANO_84.Contig_77	NZ_LR882952.1:3843913-3845499	75.501	849	206	2	15620	16467	1478	631	1.13e-115	414
CYANO_84.Contig_77	NZ_CP065936.1:c284085-282517	81.712	257	47	0	16560	16816	451	195	1.23e-55	215
CYANO_84.Contig_87	NZ_APIY01000452.1:c993-1	97.638	127	3	0	3839	3965	236	362	8.57e-57	219
CYANO_84.Contig_87	NZ_CP020114.1:c3984789-3984109	87.805	123	15	0	3839	3961	236	358	1.48e-34	145
CYANO_84.Contig_91	NZ_KE384607.1:c13130-10728	85.437	1236	179	1	8910	10145	1	1235	0.0	1284
CYANO_84.Contig_91	NZ_KE384607.1:c13130-10728	82.555	1135	193	3	10221	11354	1273	2403	0.0	994
CYANO_84.Contig_91	NZ_JACJTO010000025.1:38869-41262	85.113	1236	177	4	8910	10145	1	1229	0.0	1256
CYANO_84.Contig_91	NZ_JACJTO010000025.1:38869-41262	84.493	1135	168	5	10221	11354	1267	2394	0.0	1114
CYANO_84.Contig_91	NZ_CP020114.1:c2600812-2598359	75.577	2469	553	42	8910	11350	1	2447	0.0	1173
CYANO_84.Contig_91	NZ_CP047242.1:c4593312-4590916	77.954	1134	236	11	10226	11352	1266	2392	0.0	697
CYANO_84.Contig_93	NZ_JACJTO010000021.1:c66481-63539	84.840	2876	424	12	10500	13366	2930	58	0.0	2885
CYANO_84.Contig_93	NZ_KE384613.1:50020-52932	85.294	2074	295	8	10492	12557	2908	837	0.0	2132
CYANO_84.Contig_93	NZ_LAHB01000066.1:14261-17194	79.633	2072	408	12	10496	12557	2907	840	0.0	1476
CYANO_84.Contig_93	NZ_LAHB01000066.1:14261-17194	80.455	660	127	2	12708	13366	758	100	2.02e-142	503
CYANO_84.Contig_93	NZ_CP020114.1:1383340-1386210	78.820	2068	403	28	10512	12557	2843	789	0.0	1360
CYANO_84.Contig_97	NZ_KE384650.1:c5800-5135	85.100	651	94	3	1378	2026	4	653	0.0	662
CYANO_84.Contig_125	NZ_JACJTO010000022.1:c32001-30271	88.143	1729	205	0	10199	11927	1	1729	0.0	2058
CYANO_84.Contig_125	NZ_KE384623.1:25615-27345	86.227	1728	233	3	10199	11923	1	1726	0.0	1868
CYANO_84.Contig_125	NZ_LAHB01000054.1:258-2006	77.700	1722	347	30	10215	11910	17	1727	0.0	1018
CYANO_84.Contig_125	NZ_CP020114.1:c257109-255382	76.793	1715	360	35	10215	11913	17	1709	0.0	928
CYANO_84.Contig_137	NZ_KE384612.1:c44638-43565	89.562	1073	112	0	9709	10781	1073	1	0.0	1362
CYANO_84.Contig_137	NZ_JACJTO010000034.1:c6821-5745	88.208	1077	127	0	9705	10781	1077	1	0.0	1286
CYANO_84.Contig_137	NZ_CP047242.1:c1128002-1126926	81.920	1073	185	8	9712	10781	1067	1	0.0	898
CYANO_84.Contig_137	NZ_JANQDJ010000049.1:2341-3420	82.652	1003	168	5	9763	10762	1019	20	0.0	883
CYANO_84.Contig_137	NZ_CP020114.1:4705113-4706183	81.765	1020	184	2	9763	10781	1019	1	0.0	852
CYANO_84.Contig_153	NZ_JACJTO010000016.1:c84639-82762	88.279	1877	210	10	6887	8758	1872	1	0.0	2239
CYANO_84.Contig_153	NZ_KE384623.1:141568-143448	86.181	1867	251	5	6881	8742	1881	17	0.0	2012
CYANO_84.Contig_153	NZ_CP020114.1:c3685187-3683310	79.004	1867	368	23	6888	8742	1871	17	0.0	1254
CYANO_84.Contig_153	NZ_CP047242.1:316001-317884	78.202	1858	395	9	6888	8740	1871	19	0.0	1179
CYANO_84.Contig_153	NZ_JANQDJ010000067.1:18792-20678	77.902	1878	401	12	6888	8758	1871	1	0.0	1157
CYANO_84.Contig_153	NZ_CP065936.1:c3200925-3199030	77.922	1848	350	37	6887	8693	1893	63	0.0	1099
CYANO_84.Contig_153	NZ_LR882952.1:825531-827390	73.314	1379	327	28	7376	8726	1395	30	1.47e-132	470
CYANO_84.Contig_165	NZ_KE384623.1:85149-86249	85.593	354	51	0	9337	9690	1	354	3.97e-103	372
CYANO_84.Contig_191	NZ_JACJTO010000022.1:5217-6737	88.636	220	20	4	1	216	219	1	2.18e-70	263
CYANO_84.Contig_191	NZ_KE384657.1:c38707-37184	83.721	215	32	2	5	216	215	1	1.74e-51	200
CYANO_84.Contig_205	NZ_KE384598.1:9077-9493	89.268	410	44	0	6348	6757	1	410	4.97e-146	514
CYANO_84.Contig_205	NZ_JACJTO010000004.1:85579-85998	88.432	389	45	0	6348	6736	1	389	1.09e-132	470
CYANO_84.Contig_222	NZ_JACJTO010000056.1:2259-2900	89.408	642	68	0	4770	5411	1	642	0.0	809
CYANO_84.Contig_222	NZ_KE384618.1:c48596-47955	87.742	620	76	0	4770	5389	1	620	0.0	725
CYANO_84.Contig_225	NZ_KE384612.1:c25373-24126	85.073	1159	173	0	3019	4177	1248	90	0.0	1182
CYANO_84.Contig_225	NZ_JACJTO010000009.1:c53190-51958	84.771	1090	164	2	3019	4107	1233	145	0.0	1092
CYANO_84.Contig_225	NZ_CP047242.1:2717252-2718502	79.853	1092	214	5	3019	4107	1251	163	0.0	793
CYANO_84.Contig_225	NZ_CP065936.1:c2116201-2114903	77.015	1092	247	4	3019	4108	1299	210	7.32e-179	623
CYANO_84.Contig_292	NZ_KE384619.1:34218-36698	87.339	2488	292	15	248	2719	2481	1	0.0	2828
CYANO_84.Contig_292	NZ_JACJTO010000009.1:117224-119689	87.009	2471	309	10	252	2719	2462	1	0.0	2774
CYANO_84.Contig_292	NZ_CP065936.1:c230552-228069	79.924	2117	407	15	252	2359	2480	373	0.0	1539
CYANO_84.Contig_292	NZ_CP047242.1:c3826190-3823722	77.738	2484	526	23	248	2719	2469	1	0.0	1498
CYANO_84.Contig_292	NZ_JANQDJ010000052.1:50504-52975	77.559	2491	521	31	248	2719	2472	1	0.0	1469
CYANO_84.Contig_292	NZ_AJLL01000011.1:33544-36057	78.054	2169	463	11	252	2413	2510	348	0.0	1356
CYANO_84.Contig_292	NZ_LAHB01000010.1:c25274-22785	77.885	2175	463	17	252	2417	2486	321	0.0	1336
CYANO_84.Contig_292	NZ_AESD01000714.1:c2746-287	75.690	1304	297	16	386	1679	2322	1029	0.0	634
CYANO_84.Contig_313	NZ_KE384634.1:13210-13860	88.308	650	73	2	3081	3727	1	650	0.0	776
CYANO_84.Contig_313	NZ_JXYX01000001.1:1044864-1045685	83.621	116	19	0	3429	3544	526	641	1.56e-24	110
CYANO_84.Contig_362	NZ_JACJTO010000053.1:c8096-6411	85.167	1409	187	12	1932	3320	1686	280	0.0	1424
CYANO_84.Contig_362	NZ_KE384659.1:c96890-95211	83.583	1401	211	11	1934	3320	1678	283	0.0	1295
CYANO_84.Contig_362	NZ_JANQDJ010000041.1:c129390-127708	75.227	1429	289	45	1932	3320	1683	280	1.58e-177	617
CYANO_84.Contig_405	NZ_JACJTO010000018.1:c30292-29192	88.222	866	102	0	2	867	232	1097	0.0	1035
CYANO_84.Contig_405	NZ_KE384623.1:85149-86249	86.279	860	114	4	5	862	235	1092	0.0	931
CYANO_84.Contig_405	NZ_LAHB01000037.1:16282-17382	78.337	854	179	5	5	855	235	1085	1.64e-156	547
CYBIM_101_1.Contig_83	NZ_CP085785.1:c341768-340698	78.587	906	178	15	2937	3834	36	933	4.45e-167	584
CYBIM_101.Contig_53	NZ_CP085785.1:c341768-340698	78.094	913	184	15	7566	8470	933	29	1.08e-160	564
CYBIM_104.Contig_2	NZ_CP085785.1:2311795-2314443	83.203	256	43	0	42438	42693	2331	2076	1.29e-60	235
CYBIM_104.Contig_23	NZ_CP085785.1:c2020913-2018982	75.335	373	82	8	60687	61054	203	570	1.01e-41	171
CYBIM_114.Contig_32	NZ_JACJTO010000007.1:68616-70613	76.395	233	55	0	9939	10171	205	437	5.54e-29	126
CYBIM_114.Contig_32	NZ_KE384619.1:c14724-12727	74.104	251	65	0	9921	10171	187	437	2.60e-22	104
CYBIM_114.Contig_101	NZ_CP085785.1:c341768-340698	78.343	905	182	13	7630	8527	933	36	8.95e-164	573
CYBIM_119_1.Contig_48	NZ_CP085785.1:c2020913-2018982	76.757	370	82	3	13057	13424	570	203	2.53e-52	204
CYBIM_130_1.Contig_60	NZ_CP085785.1:c2020913-2018982	74.797	369	91	2	3652	4019	203	570	8.98e-41	165
CYBIM_190.Contig_141	NZ_CP085785.1:c341768-340698	79.054	888	174	11	6482	7363	52	933	1.30e-171	599
CYBIM_200.Contig_5	NZ_JACJTO010000016.1:c84639-82762	82.209	163	25	2	63014	63174	226	386	1.69e-31	137
CYBIM_31.Contig_56	NZ_CP085785.1:c341768-340698	76.180	869	201	6	6989	7854	64	929	3.28e-127	453
CYBIM_51.Contig_129	NZ_LR882952.1:825531-827390	77.844	167	37	0	4527	4693	223	389	1.03e-22	104
CYBIM_52.Contig_1	NZ_CP085785.1:c844832-841821	73.300	1412	339	35	40805	42197	2898	1506	7.53e-136	484
CYBIM_52.Contig_20	NZ_CP085785.1:c2020913-2018982	73.721	567	121	20	5814	6369	21	570	9.43e-50	196
CYBIM_60_1.Contig_45	NZ_CP085785.1:c341768-340698	79.880	666	122	11	4	663	274	933	2.26e-134	477
CYBIM_63.Contig_2	NZ_CP085785.1:c341768-340698	78.232	905	183	13	32713	33610	933	36	8.28e-161	568
CYBIM_67.Contig_128	NZ_CP085785.1:c341768-340698	78.781	886	174	13	4012	4890	933	55	8.48e-167	582
CYBIM_73_1.Contig_39	NZ_CP085785.1:c341768-340698	78.232	905	183	13	24517	25414	36	933	1.36e-161	568
CYBIM_76.Contig_15	NZ_CP085785.1:c844832-841821	74.589	1519	346	36	39474	40972	3004	1506	5.10e-180	630
CYBIM_93.Contig_16	NZ_CP085785.1:c341768-340698	78.366	906	180	14	66206	67103	36	933	7.46e-163	573
CYBIM_94.Contig_53	NZ_CP085785.1:c2020913-2018982	75.260	384	91	3	12586	12967	570	189	3.97e-45	180
CYBIM_96.Contig_120	NZ_CP085785.1:c341768-340698	78.343	905	182	13	5286	6183	36	933	7.23e-164	573
DOLIS_105.Contig_11	NZ_KE384598.1:9077-9493	90.380	395	36	2	8722	9115	410	17	1.73e-146	518
DOLIS_105.Contig_11	NZ_JACJTO010000004.1:85579-85998	88.206	407	40	7	8727	9128	404	1	8.15e-135	479
DOLIS_105.Contig_16	NZ_JACJTO010000044.1:29549-30664	90.233	1116	109	0	23901	25016	1116	1	0.0	1458
DOLIS_105.Contig_16	NZ_KE384611.1:20879-21994	86.470	1116	151	0	23901	25016	1116	1	0.0	1225
DOLIS_105.Contig_16	NZ_LAHB01000007.1:c37334-36204	77.798	1090	217	23	23941	25016	1079	1	0.0	649
DOLIS_105.Contig_16	NZ_CP047242.1:c5529770-5528640	74.771	1090	238	31	23945	25016	1071	1	1.26e-127	455
DOLIS_105.Contig_16	NZ_JANQDJ010000042.1:c31550-30393	74.202	1128	250	27	23922	25016	1120	1	5.92e-121	433
DOLIS_105.Contig_25	NZ_JACJTO010000022.1:5217-6737	87.297	1543	170	13	24232	25770	1	1521	0.0	1740
DOLIS_105.Contig_25	NZ_KE384657.1:c38707-37184	85.538	1542	200	12	24232	25769	1	1523	0.0	1591
DOLIS_105.Contig_25	NZ_CP047242.1:c3607546-3606023	80.898	1314	229	14	24445	25755	214	1508	0.0	1016
DOLIS_105.Contig_25	NZ_JANQDJ010000020.1:4609-6129	83.088	272	44	2	24423	24693	195	465	7.32e-65	246
DOLIS_105.Contig_25	NZ_CP065936.1:c284085-282517	80.068	296	56	2	24411	24706	159	451	5.74e-56	217
DOLIS_105.Contig_29	NZ_JACJTO010000004.1:105234-106163	86.233	937	115	14	22564	23493	1	930	0.0	1003
DOLIS_105.Contig_29	NZ_KE384592.1:c39642-38713	84.549	932	140	4	22564	23493	1	930	0.0	920
DOLIS_105.Contig_32	NZ_JACJTO010000007.1:68616-70613	92.972	1992	138	2	8551	10541	1	1991	0.0	2902
DOLIS_105.Contig_32	NZ_JACJTO010000007.1:68616-70613	100.000	44	0	0	10669	10712	1955	1998	2.05e-15	82.4
DOLIS_105.Contig_32	NZ_KE384619.1:c14724-12727	89.484	1997	210	0	8551	10547	1	1997	0.0	2525
DOLIS_105.Contig_32	NZ_KE384619.1:c14724-12727	97.674	43	1	0	10587	10629	1955	1997	3.43e-13	75.0
DOLIS_105.Contig_32	NZ_LAHB01000011.1:23963-25960	81.112	1996	364	13	8558	10547	9	1997	0.0	1585
DOLIS_105.Contig_32	NZ_CP020114.1:c123803-121806	81.081	1998	365	13	8556	10547	7	1997	0.0	1583
DOLIS_105.Contig_32	NZ_JANQDJ010000069.1:c3091-1094	80.050	2000	382	17	8556	10547	7	1997	0.0	1467
DOLIS_105.Contig_32	NZ_CP047242.1:778650-780647	79.464	1977	390	16	8565	10533	15	1983	0.0	1387
DOLIS_105.Contig_32	NZ_LR882952.1:888775-890772	76.908	1992	407	45	8583	10548	34	1998	0.0	1081
DOLIS_105.Contig_32	NZ_AESD01000165.1:7056-9098	75.182	1922	455	17	8633	10543	125	2035	0.0	887
DOLIS_105.Contig_33	NZ_JACJTO010000022.1:c32001-30271	89.562	1734	173	7	5534	7263	1	1730	0.0	2193
DOLIS_105.Contig_33	NZ_KE384623.1:25615-27345	87.536	1725	213	2	5534	7257	1	1724	0.0	1993
DOLIS_105.Contig_33	NZ_LAHB01000054.1:258-2006	77.577	1717	358	20	5550	7245	17	1727	0.0	1013
DOLIS_105.Contig_33	NZ_CP020114.1:c257109-255382	76.721	1714	363	31	5550	7248	17	1709	0.0	922
DOLIS_105.Contig_33	NZ_CP047242.1:4055998-4057746	75.407	1720	386	25	5552	7245	19	1727	0.0	798
DOLIS_105.Contig_33	NZ_AJLL01000058.1:c38773-37028	72.596	1726	434	30	5550	7248	17	1730	1.64e-150	531
DOLIS_105.Contig_37	NZ_JACJTO010000006.1:81111-83156	93.481	2025	130	2	5972	7995	1	2024	0.0	3007
DOLIS_105.Contig_37	NZ_KE384624.1:28797-30842	87.359	2033	237	17	5995	8017	24	2046	0.0	2313
DOLIS_105.Contig_37	NZ_JANQDJ010000009.1:c72615-70459	76.913	732	163	6	6077	6805	124	852	2.19e-114	411
DOLIS_105.Contig_39	NZ_JACJTO010000025.1:c30911-28323	87.626	2586	308	7	1258	3843	1	2574	0.0	2992
DOLIS_105.Contig_39	NZ_KE384599.1:c2617-29	87.360	2587	313	10	1258	3843	1	2574	0.0	2953
DOLIS_105.Contig_39	NZ_CP020114.1:5263565-5266156	80.230	2524	464	22	1323	3839	78	2573	0.0	1864
DOLIS_105.Contig_39	NZ_LAHB01000054.1:c38656-35963	78.982	1846	381	4	1324	3164	76	1919	0.0	1253
DOLIS_105.Contig_39	NZ_LAHB01000054.1:c38656-35963	81.959	582	102	3	3263	3843	2094	2673	2.68e-138	490
DOLIS_105.Contig_39	NZ_CP065936.1:2811061-2813625	77.534	1914	404	23	1268	3168	5	1905	0.0	1129
DOLIS_105.Contig_39	NZ_CP065936.1:2811061-2813625	80.776	593	110	4	3244	3834	1951	2541	2.10e-129	460
DOLIS_105.Contig_49	NZ_JACJTO010000002.1:150477-150968	90.447	492	47	0	17076	17567	1	492	0.0	649
DOLIS_105.Contig_49	NZ_KE384609.1:58521-59012	84.286	490	73	4	17076	17563	1	488	6.66e-134	475
DOLIS_105.Contig_73	NZ_JACJTO010000009.1:c53190-51958	88.302	1231	142	2	14307	15536	1230	1	0.0	1474
DOLIS_105.Contig_73	NZ_KE384612.1:c25373-24126	84.769	1149	169	2	14307	15455	1245	103	0.0	1147
DOLIS_105.Contig_73	NZ_LAHB01000015.1:c109909-108659	79.579	1141	224	8	14307	15444	1248	114	0.0	808
DOLIS_105.Contig_74	NZ_KE384619.1:34218-36698	87.404	2477	291	14	16079	18537	1	2474	0.0	2826
DOLIS_105.Contig_74	NZ_JACJTO010000009.1:117224-119689	87.277	2468	310	4	16079	18544	1	2466	0.0	2815
DOLIS_105.Contig_74	NZ_CP065936.1:c230552-228069	79.593	2112	413	16	16438	18540	378	2480	0.0	1496
DOLIS_105.Contig_74	NZ_CP047242.1:c3826190-3823722	77.624	2458	527	19	16093	18537	15	2462	0.0	1471
DOLIS_105.Contig_74	NZ_JANQDJ010000052.1:50504-52975	77.013	2484	533	32	16079	18540	1	2468	0.0	1389
DOLIS_105.Contig_74	NZ_AJLL01000011.1:33544-36057	77.773	2110	461	8	16439	18544	409	2514	0.0	1291
DOLIS_105.Contig_74	NZ_AESD01000714.1:c2746-287	74.388	1390	330	22	17030	18406	946	2322	7.04e-163	571
DOLIS_105.Contig_75	NZ_JACJTO010000016.1:c84639-82762	91.239	1872	164	0	11488	13359	1	1872	0.0	2549
DOLIS_105.Contig_75	NZ_KE384623.1:141568-143448	87.151	1860	234	3	11510	13365	23	1881	0.0	2106
DOLIS_105.Contig_75	NZ_CP020114.1:c3685187-3683310	79.238	1811	364	11	11554	13358	67	1871	0.0	1251
DOLIS_105.Contig_75	NZ_JANQDJ010000067.1:18792-20678	76.991	1808	410	6	11554	13358	67	1871	0.0	1029
DOLIS_105.Contig_75	NZ_LR882952.1:825531-827390	72.849	1860	450	37	11520	13356	30	1857	2.49e-167	586
DOLIS_105.Contig_75	NZ_JXYX01000003.1:285054-286931	70.083	1678	452	35	11707	13359	220	1872	7.91e-73	272
DOLIS_105.Contig_75	NZ_AESD01000514.1:2053-3888	74.013	608	140	15	12679	13277	1150	1748	1.34e-60	231
DOLIS_105.Contig_76	NZ_JACJTO010000047.1:c23055-22450	90.429	606	58	0	7951	8556	1	606	0.0	798
DOLIS_105.Contig_76	NZ_KE384593.1:7130-7735	87.644	607	73	2	7951	8556	1	606	0.0	704
DOLIS_105.Contig_76	NZ_CP065936.1:978207-978839	77.575	602	123	9	7951	8543	1	599	2.74e-97	353
DOLIS_105.Contig_97	NZ_JACJTO010000025.1:38869-41262	89.658	1112	109	6	6500	7608	1286	2394	0.0	1411
DOLIS_105.Contig_97	NZ_JACJTO010000025.1:38869-41262	86.834	1238	157	1	5095	6332	1	1232	0.0	1378
DOLIS_105.Contig_97	NZ_KE384607.1:c13130-10728	87.076	1238	160	0	5095	6332	1	1238	0.0	1400
DOLIS_105.Contig_97	NZ_KE384607.1:c13130-10728	86.074	1113	150	5	6500	7608	1292	2403	0.0	1192
DOLIS_105.Contig_97	NZ_CP020114.1:c2600812-2598359	77.920	1250	269	5	5095	6341	1	1246	0.0	773
DOLIS_105.Contig_97	NZ_CP047242.1:c4593312-4590916	78.471	1138	221	15	6482	7604	1262	2390	0.0	723
DOLIS_105.Contig_97	NZ_AJLL01000013.1:c8584-6098	75.224	1114	263	10	6491	7593	1358	2469	2.90e-146	516
DOLIS_105.Contig_107	NZ_JACJTO010000002.1:186697-187296	91.167	600	53	0	3256	3855	600	1	0.0	815
DOLIS_105.Contig_107	NZ_KE384626.1:c8487-7888	90.803	598	55	0	3258	3855	598	1	0.0	800
DOLIS_105.Contig_108	NZ_JACJTO010000010.1:102519-104831	88.503	2305	261	4	2163	4465	1	2303	0.0	2785
DOLIS_105.Contig_108	NZ_KE384617.1:c46296-43954	83.917	2313	352	18	2163	4465	1	2303	0.0	2193
DOLIS_105.Contig_108	NZ_CP020114.1:2794748-2797090	75.770	2175	468	41	2163	4297	1	2156	0.0	1042
DOLIS_105.Contig_151	NZ_JACJTO010000005.1:73734-75203	84.358	1432	221	3	3959	5388	1	1431	0.0	1400
DOLIS_105.Contig_151	NZ_KE384604.1:24243-25682	83.461	1433	231	6	3959	5388	1	1430	0.0	1328
DOLIS_105.Contig_151	NZ_LAHB01000029.1:c66227-64767	75.620	1169	265	19	4232	5390	274	1432	2.78e-160	562
DOLIS_105.Contig_151	NZ_JANQDJ010000023.1:2795-4306	74.935	1149	266	21	4240	5377	333	1470	1.32e-143	507
DOLIS_105.Contig_151	NZ_CP020114.1:3135701-3137203	74.631	1151	273	18	4245	5385	329	1470	1.33e-138	490
DOLIS_105.Contig_159	NZ_JACJTO010000018.1:1320-3509	89.147	2193	230	6	7645	9833	2189	1	0.0	2724
DOLIS_105.Contig_159	NZ_KE384629.1:c9741-7552	87.426	2195	266	10	7644	9833	2190	1	0.0	2516
DOLIS_105.Contig_159	NZ_CP065936.1:c939913-937751	79.012	1539	316	6	8280	9814	1555	20	0.0	1046
DOLIS_105.Contig_166	NZ_JACJTO010000018.1:c30292-29192	88.919	1101	122	0	1727	2827	1101	1	0.0	1358
DOLIS_105.Contig_166	NZ_KE384623.1:85149-86249	87.500	1096	135	2	1733	2827	1095	1	0.0	1264
DOLIS_105.Contig_166	NZ_LAHB01000037.1:16282-17382	80.019	1071	210	3	1759	2827	1069	1	0.0	789
DOLIS_105.Contig_166	NZ_CP065936.1:c1151754-1150639	78.627	903	191	2	1797	2698	1046	145	7.18e-171	597
DOLIS_105.Contig_166	NZ_LR882952.1:c1527206-1526073	71.924	894	227	20	1808	2690	1065	185	5.02e-63	239
DOLIS_105.Contig_185	NZ_APIY01000452.1:c993-1	91.348	994	84	2	172	1164	1	993	0.0	1358
DOLIS_105.Contig_185	NZ_CP020114.1:c3984789-3984109	82.164	684	116	6	172	852	1	681	1.83e-166	582
DOLIS_105.Contig_195	NZ_CP020114.1:4110128-4110658	75.843	534	110	16	673	1195	529	4	1.57e-67	254
DOLIS_105.Contig_196	NZ_JACJTO010000034.1:c6821-5745	92.851	1077	77	0	4904	5980	1077	1	0.0	1563
DOLIS_105.Contig_196	NZ_KE384612.1:c44638-43565	89.907	1070	108	0	4911	5980	1070	1	0.0	1378
DOLIS_105.Contig_218	NZ_LAHB01000007.1:c37334-36204	97.297	37	1	0	8280	8316	491	527	2.67e-10	63.9
DOLIS_105.Contig_265	NZ_JACJTO010000021.1:c66481-63539	90.556	1080	102	0	6291	7370	1	1080	0.0	1430
DOLIS_105.Contig_265	NZ_KE384613.1:50020-52932	89.605	760	79	0	6291	7050	1	760	0.0	966
DOLIS_105.Contig_265	NZ_KE384613.1:50020-52932	92.488	213	16	0	7157	7369	837	1049	3.10e-83	305
DOLIS_105.Contig_265	NZ_CP020114.1:1383340-1386210	82.733	666	113	2	6343	7007	41	705	2.13e-169	592
DOLIS_105.Contig_330	NZ_CP020114.1:1383340-1386210	100.000	31	0	0	4338	4368	1151	1121	7.46e-09	58.4
DOLIS_105.Contig_349	NZ_JACJTO010000056.1:2259-2900	90.966	642	58	0	3000	3641	1	642	0.0	865
DOLIS_105.Contig_349	NZ_KE384618.1:c48596-47955	88.548	620	71	0	3000	3619	1	620	0.0	752
DOLIS_105.Contig_349	NZ_JANQDJ010000004.1:c3498-2851	78.378	629	132	4	3000	3626	1	627	2.03e-113	405
DOLIS_105.Contig_454	NZ_JACJTO010000021.1:c66481-63539	91.059	2002	177	2	1	2001	936	2936	0.0	2704
DOLIS_105.Contig_454	NZ_KE384613.1:50020-52932	90.055	2001	193	5	1	1998	906	2903	0.0	2588
