tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
2692891	Aphanizomenon flos-aquae FACHB-1287	78219977	0	live	ruvA	H6G44_RS18470, H6G44_18385	Holliday junction branch migration protein RuvA	Holliday junction branch migration protein RuvA									
2971778	Umezakia ovalisporum Ak1311	83683343	0	live	ruvA	NWP25_RS00495, NWP25_00500	Holliday junction branch migration protein RuvA	Holliday junction branch migration protein RuvA									
2108055	Cylindrospermopsis raciborskii Cr2010	92781071	0	live	ruvA	C6N34_RS09645, C6N34_009620	Holliday junction branch migration protein RuvA	Holliday junction branch migration protein RuvA									
98439	Fischerella thermalis PCC 7521	35797280	0	live	ruvA	UYK_RS0105730	Holliday junction branch migration protein RuvA	Holliday junction branch migration protein RuvA									
423471	Crocosphaera watsonii WH 0003	88765825	0	live	ruvA	CWATWH0003_RS09985, CWATWH0003_2104	Holliday junction branch migration protein RuvA	Holliday junction branch migration protein RuvA									
269084	Synechococcus elongatus PCC 6301	72431184	0	live	ruvA	PCC6301pg_RS11880, PCC6301pg_2389	Holliday junction branch migration protein RuvA	Holliday junction branch migration protein RuvA									
375899	Trichormus variabilis 0441	58725579	0	live	ruvA	GSQ19_RS19815, GSQ19_19815	Holliday junction branch migration protein RuvA	Holliday junction branch migration protein RuvA									
1628744	Nostoc linckia z6	57093056	0	live	ruvA	VF07_RS07250, VF07_07080	Holliday junction branch migration protein RuvA	Holliday junction branch migration protein RuvA									
449441	Microcystis aeruginosa NIES-88	66705048	0	live	ruvA	OA58_RS01760, OA58_01760	Holliday junction branch migration protein RuvA	Holliday junction branch migration protein RuvA									
2108055	Cylindrospermopsis raciborskii Cr2010	92780203	0	live	ruvB	C6N34_RS05250, C6N34_005270	Holliday junction branch migration DNA helicase RuvB	Holliday junction branch migration DNA helicase RuvB									
2692891	Aphanizomenon flos-aquae FACHB-1287	78218392	0	live	ruvB	H6G44_RS10425, H6G44_10385	Holliday junction branch migration DNA helicase RuvB	Holliday junction branch migration DNA helicase RuvB									
2971778	Umezakia ovalisporum Ak1311	83684179	0	live	ruvB	NWP25_RS04675, NWP25_04680	Holliday junction branch migration DNA helicase RuvB	Holliday junction branch migration DNA helicase RuvB									
269084	Synechococcus elongatus PCC 6301	72429682	0	live	ruvB	PCC6301pg_RS04370, PCC6301pg_0875	Holliday junction branch migration DNA helicase RuvB	Holliday junction branch migration DNA helicase RuvB									
98439	Fischerella thermalis PCC 7521	35797614	0	live	ruvB	UYK_RS0107235	Holliday junction branch migration DNA helicase RuvB	Holliday junction branch migration DNA helicase RuvB									
423471	Crocosphaera watsonii WH 0003	88767470	0	live	ruvB	CWATWH0003_RS18965, CWATWH0003_3983	Holliday junction branch migration DNA helicase RuvB	Holliday junction branch migration DNA helicase RuvB									
1628744	Nostoc linckia z6	57096146	0	live	ruvB	VF07_RS23585, VF07_23115	Holliday junction branch migration DNA helicase RuvB	Holliday junction branch migration DNA helicase RuvB									
375899	Trichormus variabilis 0441	58723674	0	live	ruvB	GSQ19_RS10290, GSQ19_10290	Holliday junction branch migration DNA helicase RuvB	Holliday junction branch migration DNA helicase RuvB									
1160	Planktothrix agardhii	77287574	0	live	ruvB	NMG88_RS07185, NO976_01444	Holliday junction branch migration DNA helicase RuvB	Holliday junction branch migration DNA helicase RuvB		I							
449441	Microcystis aeruginosa NIES-88	66705679	0	live	ruvB	OA58_RS05225, OA58_05235	Holliday junction branch migration DNA helicase RuvB	Holliday junction branch migration DNA helicase RuvB									
398007	Dolichospermum circinale AWQC131C	78013665	0	live	ruvB	ACIR131C_RS0114680	Holliday junction branch migration DNA helicase RuvB	Holliday junction branch migration DNA helicase RuvB									
1914872	Nodularia spumigena UHCC 0039	78018897	0	live	ruvB	BMF81_RS18540	Holliday junction branch migration DNA helicase RuvB	Holliday junction branch migration DNA helicase RuvB									
167542	Prochlorococcus marinus str. MIT 9515	60201943	0	live	ruvB	P9515_RS08650, P9515_18041	Holliday junction branch migration DNA helicase RuvB	Holliday junction branch migration DNA helicase RuvB			NC_008817.1	1589665	1590723	minus	0		
167542	Prochlorococcus marinus str. MIT 9515	60201617	0	live	ruvC	P9515_RS05530, P9515_11451	crossover junction endodeoxyribonuclease RuvC	crossover junction endodeoxyribonuclease RuvC			NC_008817.1	997344	997817	minus	0		
2108055	Cylindrospermopsis raciborskii Cr2010	92781116	0	live	ruvC	C6N34_RS09875, C6N34_009850	crossover junction endodeoxyribonuclease RuvC	crossover junction endodeoxyribonuclease RuvC									
2692891	Aphanizomenon flos-aquae FACHB-1287	78216702	0	live	ruvC	H6G44_RS01775, H6G44_01775	crossover junction endodeoxyribonuclease RuvC	crossover junction endodeoxyribonuclease RuvC									
2971778	Umezakia ovalisporum Ak1311	83686146	0	live	ruvC	NWP25_RS14510, NWP25_14535	crossover junction endodeoxyribonuclease RuvC	crossover junction endodeoxyribonuclease RuvC									
98439	Fischerella thermalis PCC 7521	35796630	0	live	ruvC	UYK_RS0116070	crossover junction endodeoxyribonuclease RuvC	crossover junction endodeoxyribonuclease RuvC									
269084	Synechococcus elongatus PCC 6301	72429644	0	live	ruvC	PCC6301pg_RS04180, PCC6301pg_0836	crossover junction endodeoxyribonuclease RuvC	crossover junction endodeoxyribonuclease RuvC									
1628744	Nostoc linckia z6	57094440	0	live	ruvC	VF07_RS14550, VF07_14235	crossover junction endodeoxyribonuclease RuvC	crossover junction endodeoxyribonuclease RuvC									
375899	Trichormus variabilis 0441	58722761	0	live	ruvC	GSQ19_RS05725, GSQ19_05725	crossover junction endodeoxyribonuclease RuvC	crossover junction endodeoxyribonuclease RuvC									
1160	Planktothrix agardhii	77289546	0	live	ruvC	NMG88_RS17045, NO976_03412	crossover junction endodeoxyribonuclease RuvC	crossover junction endodeoxyribonuclease RuvC		I							
398007	Dolichospermum circinale AWQC131C	78012928	0	live	ruvC	ACIR131C_RS0110370	crossover junction endodeoxyribonuclease RuvC	crossover junction endodeoxyribonuclease RuvC									
1914872	Nodularia spumigena UHCC 0039	78018689	0	live	ruvC	BMF81_RS17435, BMF81_03412	crossover junction endodeoxyribonuclease RuvC	crossover junction endodeoxyribonuclease RuvC									
1160	Planktothrix agardhii	77289213	0	live	mutL	NMG88_RS15380, NO976_03083	DNA mismatch repair endonuclease MutL	DNA mismatch repair endonuclease MutL		I							
2108055	Cylindrospermopsis raciborskii Cr2010	92780319	0	live	mutL	C6N34_RS05835, C6N34_005850	DNA mismatch repair endonuclease MutL	DNA mismatch repair endonuclease MutL									
2692891	Aphanizomenon flos-aquae FACHB-1287	78219924	0	live	mutL	H6G44_RS18205, H6G44_18120	DNA mismatch repair endonuclease MutL	DNA mismatch repair endonuclease MutL									
2971778	Umezakia ovalisporum Ak1311	83684584	0	live	mutL	NWP25_RS06700, NWP25_06705	DNA mismatch repair endonuclease MutL	DNA mismatch repair endonuclease MutL									
98439	Fischerella thermalis PCC 7521	35797672	0	live	mutL	UYK_RS0107695	DNA mismatch repair endonuclease MutL	DNA mismatch repair endonuclease MutL									
423471	Crocosphaera watsonii WH 0003	88764454	0	live	mutL	CWATWH0003_RS02520, CWATWH0003_0535	DNA mismatch repair endonuclease MutL	DNA mismatch repair endonuclease MutL									
269084	Synechococcus elongatus PCC 6301	72430651	0	live	mutL	PCC6301pg_RS09215, PCC6301pg_1855	DNA mismatch repair endonuclease MutL	DNA mismatch repair endonuclease MutL									
1628744	Nostoc linckia z6	57095895	0	live	mutL	VF07_RS22265, VF07_21815	DNA mismatch repair endonuclease MutL	DNA mismatch repair endonuclease MutL									
1914872	Nodularia spumigena UHCC 0039	78016984	0	live	mutL	BMF81_RS08350	DNA mismatch repair endonuclease MutL	DNA mismatch repair endonuclease MutL									
375899	Trichormus variabilis 0441	58723522	0	live	mutL	GSQ19_RS09530, GSQ19_09530	DNA mismatch repair endonuclease MutL	DNA mismatch repair endonuclease MutL									
449441	Microcystis aeruginosa NIES-88	66707922	0	live	mutL	OA58_RS17310, OA58_17420	DNA mismatch repair endonuclease MutL	DNA mismatch repair endonuclease MutL									
398007	Dolichospermum circinale AWQC131C	78014695	0	live	mutL	ACIR131C_RS0121210	DNA mismatch repair endonuclease MutL	DNA mismatch repair endonuclease MutL									
1160	Planktothrix agardhii	77290259	0	live	mutS	NMG88_RS20610, NO976_04118	DNA mismatch repair protein MutS	DNA mismatch repair protein MutS		I							
2108055	Cylindrospermopsis raciborskii Cr2010	92781704	0	live	mutS	C6N34_RS12825, C6N34_012785	DNA mismatch repair protein MutS	DNA mismatch repair protein MutS									
423471	Crocosphaera watsonii WH 0003	88766405	0	live	mutS	CWATWH0003_RS13155, CWATWH0003_2763	DNA mismatch repair protein MutS	DNA mismatch repair protein MutS									
2692891	Aphanizomenon flos-aquae FACHB-1287	78218882	0	live	mutS	H6G44_RS12920, H6G44_12870	DNA mismatch repair protein MutS	DNA mismatch repair protein MutS									
2971778	Umezakia ovalisporum Ak1311	83683968	0	live	mutS	NWP25_RS03620, NWP25_03625	DNA mismatch repair protein MutS	DNA mismatch repair protein MutS									
269084	Synechococcus elongatus PCC 6301	72431129	0	live	mutS	PCC6301pg_RS11605, PCC6301pg_2334	DNA mismatch repair protein MutS	DNA mismatch repair protein MutS									
98439	Fischerella thermalis PCC 7521	35797707	0	live	mutS	UYK_RS0108050	DNA mismatch repair protein MutS	DNA mismatch repair protein MutS									
1628744	Nostoc linckia z6	57097203	0	live	mutS	VF07_RS29180, VF07_28540	DNA mismatch repair protein MutS	DNA mismatch repair protein MutS									
375899	Trichormus variabilis 0441	58725967	0	live	mutS	GSQ19_RS21755, GSQ19_21755	DNA mismatch repair protein MutS	DNA mismatch repair protein MutS									
449441	Microcystis aeruginosa NIES-88	66708783	0	live	mutS	OA58_RS21960, OA58_22090	DNA mismatch repair protein MutS	DNA mismatch repair protein MutS									
398007	Dolichospermum circinale AWQC131C	78012183	0	live	mutS	ACIR131C_RS0106015	DNA mismatch repair protein MutS	DNA mismatch repair protein MutS									
1914872	Nodularia spumigena UHCC 0039	78019851	0	live	mutS	BMF81_RS23585	DNA mismatch repair protein MutS	DNA mismatch repair protein MutS									
167542	Prochlorococcus marinus str. MIT 9515	60201968	0	live	mutS	P9515_RS08810, P9515_18351	DNA mismatch repair protein MutS	DNA mismatch repair protein MutS			NC_008817.1	1617910	1620654	plus	0		
398007	Dolichospermum circinale AWQC131C	78012797	0	live	ACIR131C_RS0109580	ACIR131C_RS0109580	endonuclease MutS2	endonuclease MutS2									
167542	Prochlorococcus marinus str. MIT 9515	60201394	0	live	P9515_RS01205	P9515_RS01205, P9515_02471	endonuclease MutS2	endonuclease MutS2			NC_008817.1	228029	230440	plus	0		
98439	Fischerella thermalis PCC 7521	35798726	0	live	UYK_RS0104125	UYK_RS0104125	endonuclease MutS2	endonuclease MutS2									
269084	Synechococcus elongatus PCC 6301	72429443	0	live	PCC6301pg_RS03175	PCC6301pg_RS03175, PCC6301pg_0637	endonuclease MutS2	endonuclease MutS2									
449441	Microcystis aeruginosa NIES-88	66704975	0	live	OA58_RS01350	OA58_RS01350, OA58_01345	endonuclease MutS2	endonuclease MutS2									
2108055	Cylindrospermopsis raciborskii Cr2010	92781650	0	live	C6N34_RS12555	C6N34_RS12555, C6N34_012515	endonuclease MutS2	endonuclease MutS2									
2971778	Umezakia ovalisporum Ak1311	83685868	0	live	NWP25_RS13120	NWP25_RS13120, NWP25_13145	endonuclease MutS2	endonuclease MutS2									
2692891	Aphanizomenon flos-aquae FACHB-1287	78218890	0	live	H6G44_RS12960	H6G44_RS12960, H6G44_12910	endonuclease MutS2	endonuclease MutS2									
1914872	Nodularia spumigena UHCC 0039	78017585	0	live	BMF81_RS11540	BMF81_RS11540, BMF81_02265	endonuclease MutS2	endonuclease MutS2									
1160	Planktothrix agardhii	77288051	0	live	NMG88_RS09570	NMG88_RS09570, NO976_01928	endonuclease MutS2	endonuclease MutS2		I							
375899	Trichormus variabilis 0441	58725407	0	live	GSQ19_RS18955	GSQ19_RS18955, GSQ19_18955	endonuclease MutS2	endonuclease MutS2									
1628744	Nostoc linckia z6	57094818	0	live	VF07_RS16585	VF07_RS16585, VF07_16245	endonuclease MutS2	endonuclease MutS2									
1914872	Nodularia spumigena UHCC 0039	78017409	0	live	mutT	BMF81_RS10600, BMF81_02084	8-oxo-dGTP diphosphatase MutT	8-oxo-dGTP diphosphatase MutT									
449441	Microcystis aeruginosa NIES-88	66706643	0	live	mutT	OA58_RS10455, OA58_10520	8-oxo-dGTP diphosphatase MutT	8-oxo-dGTP diphosphatase MutT									
398007	Dolichospermum circinale AWQC131C	78012123	0	live	mutT	ACIR131C_RS0105680	8-oxo-dGTP diphosphatase MutT	8-oxo-dGTP diphosphatase MutT									
1160	Planktothrix agardhii	77289533	0	live	mutT	NMG88_RS16980, NO976_03399	8-oxo-dGTP diphosphatase MutT	8-oxo-dGTP diphosphatase MutT		I							
375899	Trichormus variabilis 0441	58724562	0	live	mutT	GSQ19_RS14730, GSQ19_14730	8-oxo-dGTP diphosphatase MutT	8-oxo-dGTP diphosphatase MutT									
1628744	Nostoc linckia z6	57092832	0	live	mutT	VF07_RS06060, VF07_05910	8-oxo-dGTP diphosphatase MutT	8-oxo-dGTP diphosphatase MutT									
98439	Fischerella thermalis PCC 7521	35798502	0	live	mutT	UYK_RS0108710	8-oxo-dGTP diphosphatase MutT	8-oxo-dGTP diphosphatase MutT									
2108055	Cylindrospermopsis raciborskii Cr2010	92780459	0	live	mutT	C6N34_RS06535, C6N34_006540	8-oxo-dGTP diphosphatase MutT	8-oxo-dGTP diphosphatase MutT									
2971778	Umezakia ovalisporum Ak1311	83683878	0	live	mutT	NWP25_RS03170, NWP25_03175	8-oxo-dGTP diphosphatase MutT	8-oxo-dGTP diphosphatase MutT									
2692891	Aphanizomenon flos-aquae FACHB-1287	78216993	0	live	mutT	H6G44_RS03270, H6G44_03260	8-oxo-dGTP diphosphatase MutT	8-oxo-dGTP diphosphatase MutT									
423471	Crocosphaera watsonii WH 0003	88767344	0	live	mutT	CWATWH0003_RS18300, CWATWH0003_3848a4	8-oxo-dGTP diphosphatase MutT	8-oxo-dGTP diphosphatase MutT									
269084	Synechococcus elongatus PCC 6301	72429505	0	live	mutY	PCC6301pg_RS03485, PCC6301pg_0700	A/G-specific adenine glycosylase	A/G-specific adenine glycosylase									
180281	Cyanobium sp. PCC 7001	7412441	0	discontinued	umuC	CPCC7001_358	UmuC protein										
269084	Synechococcus elongatus PCC 6301	3197735	0	discontinued	umuC	syc0008_d	DNA polymerase V				NC_006576.1	7716	8972	plus	0		
32051	Synechococcus sp. WH 7803	5148005	0	discontinued	umuC	SynWH7803_1080	SOS-regulated protein				NC_009481.1	991048	992322	minus	0		
316278	Synechococcus sp. RCC307	5158137	0	discontinued	umuC	SynRCC307_0043	SOS-regulated protein				NC_009482.1	40237	41517	plus	0		
329726	Acaryochloris marina MBIC11017	5681341	0	discontinued	umuC	AM1_2529	DNA polymerase V				NC_009925.1	2563279	2564487	plus	0		
329726	Acaryochloris marina MBIC11017	5685938	0	discontinued	umuC	AM1_B0315	DNA polymerase V, putative				NC_009927.1	255098	256363	plus	0		
329726	Acaryochloris marina MBIC11017	5687272	0	discontinued	umuC	AM1_G0159	DNA polymerase V, putative				NC_009932.1	135144	136334	plus	0		
1183438	Gloeobacter kilaueensis JS1	17367105	0	discontinued	umuC	GKIL_3792	DNA-directed DNA polymerase				NC_022600.1	4007329	4008648	minus	0		
59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	1725934	0	discontinued	umuC	PMM0937	UmuC protein				NC_005072.1	895182	896474	plus	0		
1148	Synechocystis sp. PCC 6803	952216	0	discontinued	umuC	slr0790	UmuC protein				NC_000911.1	3048285	3048635	plus	0		
74547	Prochlorococcus marinus str. MIT 9313	1727605	0	discontinued	umuC	PMT0638	UmuC protein				NC_005071.1	689823	691097	plus	0		
84588	Synechococcus sp. WH 8102	1731917	0	discontinued	umuC	SYNW1043	UmuC protein				NC_005070.1	1038549	1039829	minus	0		
64471	Synechococcus sp. CC9311	4258958	0	discontinued	umuC	sync_1607	UmuC protein				NC_008319.1	1477154	1478428	plus	0		
59922	Prochlorococcus marinus str. MIT 9303	4776042	0	discontinued	umuC	P9303_15961	UmuC protein				NC_008820.1	1402082	1403356	minus	0		
93060	Prochlorococcus marinus str. MIT 9215	5614612	0	discontinued	umuC	P9215_09531	putative UmuC protein				NC_009840.1	826426	827712	minus	0		
93059	Prochlorococcus marinus str. MIT 9211	5730144	0	discontinued	umuC	P9211_07071	UmuC protein				NC_009976.1	620283	621551	minus	0		
1080228	Synechocystis sp. PCC 6803 substr. GT-I	11975180	0	discontinued	umuC	SYNGTI_2732	UmuC protein				NC_017038.1	3046003	3046353	plus	0		
1080230	Synechocystis sp. PCC 6803 substr. PCC-P	11978113	0	discontinued	umuC	SYNPCCP_2731	UmuC protein				NC_017039.1	3046113	3046463	plus	0		
1148	Synechocystis sp. PCC 6803	12254800	0	discontinued	umuC	SYNGTS_2733	UmuC protein				NC_017277.1	3047102	3047452	plus	0		
1080229	Synechocystis sp. PCC 6803 substr. PCC-N	12012453	0	discontinued	umuC	SYNPCCN_2731	UmuC protein				NC_017052.1	3046102	3046452	plus	0		
1148	Synechocystis sp. PCC 6803	14618183	0	discontinued	umuC	MYO_127590	UmuC protein				NC_020286.1	3045553	3045903	plus	0		
167542	Prochlorococcus marinus str. MIT 9515	4719168	0	discontinued	umuC	P9515_10201	UmuC protein				NC_008817.1	911430	912722	plus	0		
167555	Prochlorococcus marinus str. NATL1A	4779451	0	discontinued	umuC	NATL1_09431	UmuC protein				NC_008819.1	870671	871948	minus	0		
167542	Prochlorococcus marinus str. MIT 9515	60201783	0	live	umuD	P9515_RS04965, P9515_10191	translesion error-prone DNA polymerase V autoproteolytic subunit	translesion error-prone DNA polymerase V autoproteolytic subunit			NC_008817.1	911017	911433	plus	0		
269084	Synechococcus elongatus PCC 6301	72430420	0	live	umuD	PCC6301pg_RS08060, PCC6301pg_1620	LexA family transcriptional regulator	LexA family transcriptional regulator									
2108055	Cylindrospermopsis raciborskii Cr2010	92780053	0	live	lexA	C6N34_RS04495, C6N34_004520	transcriptional repressor LexA	transcriptional repressor LexA									
2692891	Aphanizomenon flos-aquae FACHB-1287	78219793	0	live	lexA	H6G44_RS17530, H6G44_17455	transcriptional repressor LexA	transcriptional repressor LexA									
2971778	Umezakia ovalisporum Ak1311	83683923	0	live	lexA	NWP25_RS03395, NWP25_03400	transcriptional repressor LexA	transcriptional repressor LexA									
98439	Fischerella thermalis PCC 7521	35799414	0	live	lexA	UYK_RS0114795	transcriptional repressor LexA	transcriptional repressor LexA									
423471	Crocosphaera watsonii WH 0003	88765527	0	live	lexA	CWATWH0003_RS08370, CWATWH0003_1775	transcriptional repressor LexA	transcriptional repressor LexA									
1628744	Nostoc linckia z6	57094265	0	live	lexA	VF07_RS13625, VF07_13305	transcriptional repressor LexA	transcriptional repressor LexA									
375899	Trichormus variabilis 0441	58724875	0	live	lexA	GSQ19_RS16295, GSQ19_16295	transcriptional repressor LexA	transcriptional repressor LexA									
1914872	Nodularia spumigena UHCC 0039	78018418	0	live	lexA	BMF81_RS16000	transcriptional repressor LexA	transcriptional repressor LexA									
398007	Dolichospermum circinale AWQC131C	78011784	0	live	lexA	ACIR131C_RS0103705	transcriptional repressor LexA	transcriptional repressor LexA									
449441	Microcystis aeruginosa NIES-88	66706939	0	live	lexA	OA58_RS12070, OA58_12150	transcriptional repressor LexA	transcriptional repressor LexA									
167542	Prochlorococcus marinus str. MIT 9515	60201867	0	live	lexA	P9515_RS06860, P9515_14231	transcriptional repressor LexA	transcriptional repressor LexA			NC_008817.1	1261473	1262090	minus	0		
423471	Crocosphaera watsonii WH 0003	88769283	0	live	ssb	CWATWH0003_RS29230, CWATWH0003_B334	single-stranded DNA-binding protein	single-stranded DNA-binding protein									
1628744	Nostoc linckia z6	57097552	0	live	ssb	VF07_RS31115, VF07_30450	single-stranded DNA-binding protein	single-stranded DNA-binding protein									
375899	Trichormus variabilis 0441	58727326	0	live	ssb	GSQ19_RS28550, GSQ19_28550	single-stranded DNA-binding protein	single-stranded DNA-binding protein									
2108055	Cylindrospermopsis raciborskii Cr2010	92779724	0	live	ssb	C6N34_RS02850, C6N34_002870	pseudo										
423471	Crocosphaera watsonii WH 0003	88769025	0	live	ssb	CWATWH0003_RS27580, CWATWH0003_B089	single-stranded DNA-binding protein	single-stranded DNA-binding protein									
423471	Crocosphaera watsonii WH 0003	88769176	0	live	ssb	CWATWH0003_RS28550, CWATWH0003_B231	single-stranded DNA-binding protein	single-stranded DNA-binding protein									
423471	Crocosphaera watsonii WH 0003	88769232	0	live	ssb	CWATWH0003_RS28905, CWATWH0003_B285	single-stranded DNA-binding protein	single-stranded DNA-binding protein									
1628744	Nostoc linckia z6	57098941	0	live	dinB	VF07_RS38545, VF07_37660	DNA polymerase IV	DNA polymerase IV									
269084	Synechococcus elongatus PCC 6301	72429831	0	live	PCC6301pg_RS05115	PCC6301pg_RS05115, PCC6301pg_1025	DinB family protein	DinB family protein									
1394889	Thermosynechococcus sp. NK55	17873535	0	discontinued	comA	NK55_08905	single stranded DNA uptake competence transporter ComA				NC_023033.1	1866927	1868624	plus	0		
1148	Synechocystis sp. PCC 6803	12253626	0	discontinued	comA	SYNGTS_2453	competence protein ComA				NC_017277.1	2725864	2727525	plus	0		
1080229	Synechocystis sp. PCC 6803 substr. PCC-N	12012168	0	discontinued	comA	SYNPCCN_2451	competence protein ComA				NC_017052.1	2724862	2726523	plus	0		
1080230	Synechocystis sp. PCC 6803 substr. PCC-P	11977866	0	discontinued	comA	SYNPCCP_2451	competence protein ComA				NC_017039.1	2724874	2726535	plus	0		
1080228	Synechocystis sp. PCC 6803 substr. GT-I	11974895	0	discontinued	comA	SYNGTI_2452	competence protein ComA				NC_017038.1	2724765	2726426	plus	0		
251221	Gloeobacter violaceus PCC 7421	2601674	0	discontinued	comA	gvip450	hypothetical protein				NC_005125.1	3476473	3477897	minus	0		
449441	Microcystis aeruginosa NIES-88	66706819	0	live	OA58_RS11420	OA58_RS11420, OA58_11495	ComEA family DNA-binding protein	ComEA family DNA-binding protein									
1914872	Nodularia spumigena UHCC 0039	78018878	0	live	BMF81_RS18445	BMF81_RS18445	ComEA family DNA-binding protein	ComEA family DNA-binding protein									
398007	Dolichospermum circinale AWQC131C	78014210	0	live	ACIR131C_RS0118105	ACIR131C_RS0118105	ComEA family DNA-binding protein	ComEA family DNA-binding protein									
375899	Trichormus variabilis 0441	58723594	0	live	GSQ19_RS09890	GSQ19_RS09890, GSQ19_09890	ComEA family DNA-binding protein	ComEA family DNA-binding protein									
1628744	Nostoc linckia z6	57091787	0	live	VF07_RS00590	VF07_RS00590, VF07_00575	ComEA family DNA-binding protein	ComEA family DNA-binding protein									
269084	Synechococcus elongatus PCC 6301	72430797	0	live	PCC6301pg_RS09945	PCC6301pg_RS09945, PCC6301pg_2003	late competence development ComFB family protein	late competence development ComFB family protein									
1160	Planktothrix agardhii	77288866	0	live	NMG88_RS13645	NMG88_RS13645, NO976_02736	late competence development ComFB family protein	late competence development ComFB family protein		I							
423471	Crocosphaera watsonii WH 0003	88765793	0	live	CWATWH0003_RS09805	CWATWH0003_RS09805, CWATWH0003_2069	late competence development ComFB family protein	late competence development ComFB family protein									
98439	Fischerella thermalis PCC 7521	35799022	0	live	UYK_RS0112565	UYK_RS0112565	late competence development ComFB family protein	late competence development ComFB family protein									
423471	Crocosphaera watsonii WH 0003	88765660	0	live	CWATWH0003_RS09090	CWATWH0003_RS09090, CWATWH0003_1924	late competence development ComFB family protein	late competence development ComFB family protein									
1628744	Nostoc linckia z6	57094602	0	live	VF07_RS15415	VF07_RS15415, VF07_15090	late competence development ComFB family protein	late competence development ComFB family protein									
1160	Planktothrix agardhii	77287007	0	live	NMG88_RS04350	NMG88_RS04350, NO976_00867	late competence development ComFB family protein	late competence development ComFB family protein		I							
375899	Trichormus variabilis 0441	58722503	0	live	GSQ19_RS04435	GSQ19_RS04435, GSQ19_04435	late competence development ComFB family protein	late competence development ComFB family protein									
1914872	Nodularia spumigena UHCC 0039	78016172	0	live	BMF81_RS04020	BMF81_RS04020	late competence development ComFB family protein	late competence development ComFB family protein									
1628744	Nostoc linckia z6	57097166	0	live	VF07_RS28995	VF07_RS28995, VF07_28370	ComF family protein	ComF family protein									
375899	Trichormus variabilis 0441	58723640	0	live	GSQ19_RS10120	GSQ19_RS10120, GSQ19_10120	ComF family protein	ComF family protein									
398007	Dolichospermum circinale AWQC131C	78014387	0	live	ACIR131C_RS0119245	ACIR131C_RS0119245	ComF family protein	ComF family protein									
1160	Planktothrix agardhii	77287896	0	live	NMG88_RS08795	NMG88_RS08795, NO976_01770	ComF family protein	ComF family protein		I							
1914872	Nodularia spumigena UHCC 0039	78017842	0	live	BMF81_RS12940	BMF81_RS12940, BMF81_02532	ComF family protein	ComF family protein									
449441	Microcystis aeruginosa NIES-88	66708248	0	live	OA58_RS19090	OA58_RS19090, OA58_19230	ComF family protein	ComF family protein									
1148	Synechocystis sp. PCC 6803	14616647	0	discontinued	phr	MYO_112250	deoxyribopyrimidine photolyase				NC_020286.1	1338126	1339592	plus	0		
1148	Synechocystis sp. PCC 6803	14616622	0	discontinued	phr	MYO_112000	DNA photolyase				NC_020286.1	1311748	1313109	minus	0		
1148	Synechocystis sp. PCC 6803	12255494	0	discontinued	phr	SYNGTS_1214	deoxyribopyrimidine photolyase				NC_017277.1	1338500	1339939	plus	0		
1148	Synechocystis sp. PCC 6803	12255389	0	discontinued	phr	SYNGTS_1190	DNA photolyase				NC_017277.1	1312095	1313564	minus	0		
1080229	Synechocystis sp. PCC 6803 substr. PCC-N	12011540	0	discontinued	phr	SYNPCCN_1213	deoxyribopyrimidine photolyase				NC_017052.1	1338698	1340137	plus	0		
1080229	Synechocystis sp. PCC 6803 substr. PCC-N	12011515	0	discontinued	phr	SYNPCCN_1189	DNA photolyase				NC_017052.1	1312293	1313762	minus	0		
1080230	Synechocystis sp. PCC 6803 substr. PCC-P	11976756	0	discontinued	phr	SYNPCCP_1213	deoxyribopyrimidine photolyase				NC_017039.1	1338710	1340149	plus	0		
1080230	Synechocystis sp. PCC 6803 substr. PCC-P	11976734	0	discontinued	phr	SYNPCCP_1189	DNA photolyase				NC_017039.1	1312305	1313774	minus	0		
1080228	Synechocystis sp. PCC 6803 substr. GT-I	11973635	0	discontinued	phr	SYNGTI_1214	deoxyribopyrimidine photolyase				NC_017038.1	1338602	1340041	plus	0		
1080228	Synechocystis sp. PCC 6803 substr. GT-I	11973610	0	discontinued	phr	SYNGTI_1190	DNA photolyase				NC_017038.1	1312197	1313666	minus	0		
32049	Synechococcus sp. PCC 7002	6056027	0	discontinued	phr	SYNPCC7002_A2796	deoxyribopyrimidine photolyase				NC_010475.1	2918298	2919731	minus	0		
93060	Prochlorococcus marinus str. MIT 9215	5615249	0	discontinued	phr	P9215_03101	putative DNA photolyase				NC_009840.1	281440	282876	minus	0		
316278	Synechococcus sp. RCC307	5157252	0	discontinued	phr	SynRCC307_0225	deoxyribodipyrimidine photolyase				NC_009482.1	225315	226718	plus	0		
316278	Synechococcus sp. RCC307	5157176	0	discontinued	phr	SynRCC307_1185	deoxyribodipyrimidine photolyase				NC_009482.1	1043393	1044904	plus	0		
32051	Synechococcus sp. WH 7803	5146934	0	discontinued	phr	SynWH7803_0636	deoxyribodipyrimidine photolyase				NC_009481.1	637663	639135	plus	0		
32051	Synechococcus sp. WH 7803	5146740	0	discontinued	phr	SynWH7803_0262	deoxyribodipyrimidine photolyase				NC_009481.1	285994	287472	plus	0		
